distance,latitude,longitude,yaw,heading,delta,precision
192.16693327244082,38.94255659500317,-92.31997575333308,108.68,139.70019159843787,248.38019159843788,2
192.17023083320632,38.94255664342725,-92.31997573886868,108.68,139.70151441397593,248.38151441397594,2
192.1818240941101,38.94255664709402,-92.31997594056175,93.06,139.69762659747556,232.75762659747556,2
192.21974418495958,38.94255673311681,-92.31997648798308,66.45,139.68870811362171,206.1387081136217,2
192.29564656598527,38.94255713904777,-92.31997722939245,27.05,139.6828398744434,166.7328398744434,2
192.38981834352342,38.94255785163272,-92.31997783264109,-11.41,139.68626054469598,128.276260544696,2
192.47458130926293,38.94255875433232,-92.31997797950109,-55.56,139.70270888763525,84.14270888763525,2
192.53646539573415,38.9425596690599,-92.31997769862157,-96.74,139.72779856578614,42.98779856578615,2
192.5509044616727,38.942560496298114,-92.31997670078772,-99.75,139.76508490792742,40.01508490792742,2
192.50376418434305,38.9425613294258,-92.3199745890912,-93.07,139.82439231044327,46.75439231044328,2
192.3633726294297,38.942562195012826,-92.31997075012777,-95.7,139.91844859982115,44.218448599821144,2
192.13154242515637,38.94256297555695,-92.31996538649888,-94.64,140.0409589675911,45.40095896759111,2
191.82920543791434,38.942563623188605,-92.31995893899015,-97.62,140.18243684593602,42.56243684593602,2
191.43367682998002,38.94256406790565,-92.31995109667454,-97.94,140.3478383254336,42.4078383254336,2
190.95718624391856,38.94256437023148,-92.31994197498507,-96.05,140.5365254288472,44.4865254288472,2
190.4173519463483,38.94256449374969,-92.31993193928535,-97.73,140.7407807293455,43.010780729345484,2
189.79853690737175,38.94256436864469,-92.31992080329731,-97.19,140.9632447211212,43.773244721121216,2
189.13077044735624,38.9425640220121,-92.31990906518476,-97.02,141.19477615722008,44.17477615722008,2
188.39703629669626,38.94256332107508,-92.31989661721181,-97.39,141.43507172021947,44.04507172021947,2
187.6113241674039,38.9425622164188,-92.31988379446086,-100.21,141.67650678485893,41.466506784858936,2
186.77796775319462,38.94256072553156,-92.31987064929382,-96.3,141.91857601816594,45.61857601816594,2
185.8783187628085,38.94255883561987,-92.31985685162972,-95.36,142.168158946649,46.80815894664899,2
184.91234300528052,38.9425565653853,-92.31984236433078,-95.27,142.4268195808521,47.156819580852115,2
177.6389989749055,38.942538884338624,-92.31973182047932,-91.78,144.4846464597489,52.704646459748886,2
175.9704066652073,38.94253611289082,-92.31970341386398,-55.58,145.07748183139688,89.49748183139688,2
174.6406705482569,38.94254135718577,-92.31966639212798,-74.74,146.04836284605437,71.30836284605438,2
173.03705346227324,38.942546025890664,-92.3196236008789,-66.81,147.1609441076567,80.35094410765669,2
171.75359006595517,38.942553877389486,-92.31957976262456,-89.27,148.38165135104657,59.111651351046575,2
169.28300200397715,38.94254919030442,-92.31953444977697,-175.77,149.4187552038038,-26.351244796196198,2
167.1700603168873,38.94253379345627,-92.31951992353386,95.37,149.49092356086675,244.86092356086675,2
166.6564772040221,38.94252951734089,-92.31951755610892,75.14,149.46858126568213,224.60858126568212,2
165.65578250779546,38.94252568754411,-92.31950307731447,84.14,149.76681742502177,233.90681742502176,2
165.3203659388985,38.94252464770456,-92.31949766058257,83.97,149.88691812446604,233.85691812446603,2
165.22538820143308,38.94252428500477,-92.31949627521018,87.6,149.91584309277704,237.51584309277703,2
165.20357270186219,38.94252419580438,-92.31949596994501,87.51,149.92204178803547,237.43204178803546,2
165.205087699248,38.94252420318917,-92.31949598850376,81.66,149.92170280574237,231.58170280574237,2
