distance,latitude,longitude,yaw,heading,delta,precision
176.73954258100258,38.94255259612183,-92.31968833881275,111.16,145.76420291768068,256.92420291768065,2
166.11916764025997,38.94252690638119,-92.31951101043411,111.16,149.58589670509502,260.745896705095,2
165.5162645045669,38.94252540005866,-92.31950050553982,111.16,149.82776842002284,260.9877684200228,2
165.39859461070145,38.942525104670565,-92.31949845041015,111.16,149.875279597107,261.035279597107,2
165.3947273581693,38.94252503915132,-92.31949850648537,98.23,149.8725598077237,248.1025598077237,2
165.49787515213,38.94252550224426,-92.31949985628603,74.56,149.84655171832952,224.40655171832952,2
165.7280722727887,38.94252658514818,-92.31950275673631,78.99,149.7924736105747,228.7824736105747,2
166.31875430765538,38.9425289935547,-92.31951099669588,84.37,149.62672467634502,233.99672467634502,2
167.31649474836718,38.9425328788087,-92.319525240741,88.95,149.3375679082967,238.2875679082967,2
167.9894435916526,38.942535516411304,-92.31953475743879,80.09,149.1471073071251,229.23710730712511,2
168.87242577238143,38.9425391821621,-92.31954674501073,81.32,148.9160492452092,230.2360492452092,2
169.84874995194724,38.94254323142263,-92.3195599379692,86.75,148.6648298345541,235.4148298345541,2
170.94538698634193,38.942547445201235,-92.31957537022848,88.67,148.36440046342062,237.03440046342064,2
172.1274384662248,38.94255146808775,-92.31959296030327,91.75,148.01135157713247,239.76135157713247,2
173.16383963849245,38.94255440030774,-92.31960947758147,95.5,147.66760621771198,243.16760621771198,2
174.13950771521368,38.94255648863844,-92.31962625368139,103.77,147.3050965411535,251.07509654115347,2
174.80918451792274,38.94255720840171,-92.31963909827785,115.66,147.0128467535062,262.6728467535062,2
175.38359997487674,38.94255676533376,-92.31965211787838,106.93,146.69552393671256,253.62552393671257,2
175.71334266329833,38.942556737461594,-92.31965910079312,85.65,146.53038393968632,232.18038393968632,2
175.94522978957613,38.94255691833974,-92.31966360494417,88.97,146.4281758036879,235.3981758036879,2
176.5067477956353,38.94255778114618,-92.31967364806671,91.49,146.21047282111954,237.70047282111955,2
177.40064862437472,38.94255983098762,-92.31968824476456,93.16,145.912553149941,239.072553149941,2
178.470197235509,38.94256218528796,-92.31970576656774,92.62,145.55673837471608,238.17673837471608,2
179.5936216354439,38.942564484264054,-92.31972434426348,93.71,145.1801312396292,238.89013123962917,2
180.68747231832305,38.942566209017606,-92.31974322160534,94.78,144.78983778994473,239.56983778994473,2
181.86054413391108,38.94256830128039,-92.31976284799441,94.18,144.39515654603986,238.57515654603986,2
183.06408179781613,38.942570298945505,-92.31978307349833,96.1,143.9904965767605,240.0904965767605,2
184.24339610272895,38.94257228868807,-92.31980266526891,100.62,143.6046972102398,244.2246972102398,2
185.29400948424387,38.94257373514649,-92.31982054629287,100.8,143.2492843687482,244.0492843687482,2
186.32648643538138,38.94257458971266,-92.31983895042367,101.58,142.87458819938297,244.45458819938295,2
187.36690368660194,38.942575068638355,-92.3198579849596,101.05,142.48303444718545,243.53303444718546,2
188.47239895076305,38.94257531423708,-92.31987846612466,102.83,142.06096625355264,244.89096625355262,2
189.4538196577163,38.94257503635276,-92.3198972972944,109.68,141.66676140901785,251.34676140901786,2
190.3886805117249,38.94257401368896,-92.31991629787211,110.68,141.25760721818028,251.9376072181803,2
191.29689858407582,38.94257240899653,-92.31993555350253,114.47,140.83511055615776,255.30511055615776,2
192.10415349334562,38.942569956918895,-92.31995410782896,118.85,140.41266409610978,259.2626640961098,2
192.72662132020773,38.942566975853616,-92.31996996174716,128.3,140.03571754701602,268.33571754701603,2
193.26947029897656,38.94256256860361,-92.31998640370499,134.84,139.61928990176648,274.4592899017665,2
193.5744623652426,38.94255985664184,-92.31999591567961,121.78,139.37597499225626,261.15597499225623,2
193.82358191803806,38.942558275247954,-92.32000269563123,89.52,139.21056653382425,228.73056653382423,2
194.0211894976675,38.942557442382046,-92.32000742795356,88.73,139.10119120307684,227.83119120307686,2
194.49569300985297,38.942557808425526,-92.32001525388071,88.98,138.95832941273676,227.93832941273678,2
196.07938290400418,38.94256083138664,-92.32003860163229,89.63,138.57778411266423,228.20778411266423,2
196.6387349431974,38.94256201936929,-92.32004663782706,89.68,138.45139198180243,228.13139198180244,2
